album_name,number_of_artists,artist_followers_total,artist_followers_average,artist_popularity,type,release_date,release_precision,restrictions,total_tracks,total_length_min,avg_popularity,max_popularity,number_of_collabs,Max_popularity_collab,Avg_popularity_collab,number_of_markets,US_market,CA_market,BR_market,CN_market,DE_market,ES_market,SA_market,UK_market,RU_market,MX_markets
ye,1,18592658,18592658.0,90.0,album,2018-06-01,day,False,7,21,68.85714285714286,81,2,75,37.5,183,True,True,True,False,True,True,True,False,False,True
Championships,1,6628716,6628716.0,74.0,album,2018-11-30,day,False,19,61,51.84210526315791,79,15,96,4.666666666666667,183,True,True,True,False,True,True,True,False,False,True
Dying to Live,1,8637010,8637010.0,81.0,album,2018-12-14,day,False,16,42,52.3125,76,4,88,22.0,183,True,True,True,False,True,True,True,False,False,True
MUDBOY,1,1342220,1342220.0,64.0,album,2018-10-05,day,False,14,44,44.357142857142854,78,0,0,0.0,181,True,True,True,False,True,True,True,False,False,True
Finally Rich (Deluxe),1,3516664,3516664.0,73.0,album,2012-01-01,day,False,15,50,0.5333333333333333,4,6,82,12.666666666666666,0,False,False,False,False,False,False,False,False,False,False
Uncle Drew (Original Motion Picture Soundtrack),1,1634667,1634667.0,0.0,compilation,2018-06-15,day,False,16,42,30.6875,69,28,90,1.8571428571428572,183,True,True,True,False,True,True,True,False,False,True
Scorpion,1,68444543,68444543.0,96.0,album,2018-06-29,day,False,25,79,64.52,84,4,82,20.0,179,True,True,True,False,True,True,True,False,False,True
KIRK,1,10215013,10215013.0,81.0,album,2019-09-27,day,False,13,29,55.76923076923077,75,9,89,8.555555555555555,178,True,True,True,False,True,True,True,False,False,True
ADHD,1,1965698,1965698.0,70.0,album,2020-03-27,day,False,18,49,48.722222222222214,70,6,87,10.833333333333334,183,True,True,True,False,True,True,True,False,False,True
The World Is Yours,1,2907873,2907873.0,66.0,album,2018-03-30,day,False,15,43,44.33333333333334,70,12,87,6.416666666666667,178,True,True,True,False,True,True,True,False,False,True
Kamikaze,1,61179621,61179621.0,90.0,album,2018-08-31,day,False,13,39,60.769230769230774,74,5,70,13.6,182,True,True,True,False,True,True,True,False,False,True
"King's Dead (with Kendrick Lamar, Future & James Blake)",3,35564506,11854835.333333334,81.33333333333333,single,2018-01-12,day,False,1,3,70.0,70,1,65,65.0,178,True,True,True,False,True,True,True,False,False,True
Tha Carter V,1,12766504,12766504.0,84.0,album,2018-09-28,day,False,23,80,54.3913043478261,67,11,87,4.090909090909091,178,True,True,True,False,True,True,True,False,False,True
You Will Regret (Reloaded),1,5162803,5162803.0,75.0,album,2018-02-02,day,False,13,26,49.46153846153846,73,4,86,21.5,179,True,True,True,False,True,True,True,False,False,True
Project Baby 2: All Grown Up,1,8637010,8637010.0,81.0,album,2017-08-18,day,False,19,57,48.1578947368421,73,4,86,19.25,169,True,True,True,False,True,True,False,False,False,True
KOD,1,18252345,18252345.0,84.0,album,2018-04-20,day,False,12,37,59.75,74,2,46,23.0,181,True,True,True,False,True,True,True,False,False,True
SYRE,1,1816007,1816007.0,67.0,album,2017-11-17,day,False,17,63,48.176470588235304,70,2,80,24.5,183,True,True,True,False,True,True,True,False,False,True
Bih Yah,1,173449,173449.0,52.0,single,2020-12-08,day,False,1,2,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
Whoopty,1,211089,211089.0,62.0,single,2020-08-20,day,False,1,2,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
