id;song;artist;duration_ms;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;popularity
12MOeiauuMTuc5qkXYKS9P;Together - Extended Mix;Thomas Hughes;247510;734;635;5;-6.53;1;0.0818;0.00143;223;174;195;127.984;0
4thNSQXOW2FRvlh1On17Rb;Poison Heart;Drowziii;151486;715;202;8;-18.924;1;0.31;746;0.0;183;332;134.971;14
18dHYQPsrslEc6UY4yxNve;Honey;Red Dirt Revolution;198932;363;0.8;1;-5.664;1;0.0611;0.00367;0.0;0.03;541;195.792;15
01egUpQ6ya3o66oaK9U8j6;Street Lovin;Harsh Armadillo;238027;564;762;9;-6.4;0;0.0816;0.0477;0.00505;0.0959;631;99.858;4
3eAkKLmvm1RAhqMhkLPmF9;Next;Harsh Armadillo;209320;515;792;10;-7.139;0;0.0872;233;8.07e-06;138;658;98.349;2
1BLC7QyROjyDaXKptRDNq7;Over 90 (‘Lude, Pt. 1);Harsh Armadillo;52533;364;639;10;-11.849;1;325;871;0.000888;285;714;88.758;1
0RNVF7FQTUJRrZ3k1jlgl3;Golden Booty;Harsh Armadillo;301880;791;827;0;-6.23;1;0.0553;192;0.00922;45;885;110.899;6
0dkziuBftvLQ91Cx0FgXp7;Slow Dance;Harsh Armadillo;476067;493;597;9;-9.029;0;0.0848;427;0.00234;118;507;133.02;3
107XSTSGmHjC8YudW34wNn;Datson;Harsh Armadillo;146160;392;218;2;-12.823;0;0.0354;966;821;155;341;138.354;1
1dSE0CkElmizvOn6qD38gT;Subterranean;Harsh Armadillo;386627;526;0.58;0;-6.985;1;0.0333;185;0.0143;118;591;98.134;2
49h3ZxsMDH8u7soK4h9vPq;The D;Harsh Armadillo;214133;593;874;6;-5.9;0;0.11;249;0.12;0.0762;907;105.254;1
3ln7C7dO8cLEpmwY8oATA8;Lucidity;Harsh Armadillo;404053;535;695;4;-7.567;1;0.0667;226;13;162;544;144.798;2
2XeUjtQWgBn6Ze3BGGYTZB;What Is the Vibe (‘Lude, Pt. 2);Harsh Armadillo;31733;825;0.38;8;-13.329;1;0.0509;0.8;107;109;445;84.296;1
5652Vs0gwGvAsofRaJyS6P;In the Season (feat. Teeba);Harsh Armadillo;244373;522;618;6;-6.849;0;0.0452;128;0.000476;566;584;178.052;1
1k3XuXU5rBtR601vibAtR8;Standby;Harsh Armadillo;225107;595;707;5;-8.553;0;221;271;0.000548;0.0371;0.61;97.26;1
7o9DIKK0fEE7Uxm6PApIDt;She Gone;Harsh Armadillo;174173;366;873;6;-4.772;0;0.0837;0.0187;4.77e-05;0.18;731;76.918;1
4PlMhA2dJlqwT7M343WP8E;Hotel Cocktails (‘Lude, Pt. 3);Harsh Armadillo;31293;799;306;1;-16.818;1;123;543;0.0349;365;865;38.273;1
5UIfdaWasfxKrugPMyJv9Q;Menage a Trois;Harsh Armadillo;191720;541;729;7;-9.677;0;0.0886;415;0.00499;102;612;96.903;2
0gLJLkjp6qLgmtDbA0jCcL;Blame Bad Habits;Harsh Armadillo;464467;416;0.61;7;-8.133;1;132;324;1.05e-05;105;307;144.658;1
7y77I8YjPvHlygMorCt1Tk;Inconvenient;Ralph Narron;249887;0.64;623;6;-5.918;0;0.0878;117;4.01e-06;132;147;124.0;13
1GFezlDnUksuXC1kKVB9m2;Walk In My Shoes;Sha.Severe;187085;786;576;1;-6.971;1;306;101;3.35e-05;326;174;137.996;18
4dQgvtRB7v9QhAWVEY3vNE;Moonwalking;Mtb Ent;173376;832;729;9;-7.241;0;0.0911;406;0.0;109;546;129.993;13
7rNCKHgFAhRyPLxaBs0z0k;Don't Fall Off;Feeljones;181952;788;793;5;-3.453;0;0.0599;0.12;0.000117;129;694;129.999;18
3mdd2XBGsL6kfSYVHPAdoR;Nature;DJ Starloon;156545;628;548;0;-15.724;0;0.0344;0.0203;907;0.13;605;136.256;13
75eUJumJ41WI3gODRFeq5B;Chance;Avery Stinnett;214544;503;798;7;-8.295;1;0.0395;0.00872;0.000678;274;868;168.044;15
7Ly4ZLAapminGERA73ro21;Watch Me Jump;Bagzamilleon;208555;793;573;9;-9.265;1;365;0.0245;0.00247;108;448;143.944;13
1vdSP7XpGqnZ7TpxdncSN7;Smashed Off;100 Mill Nova;200438;697;757;4;-5.533;1;263;111;0.0;277;664;147.98;14
2qejfABSqQNDUtdxszFisl;$et It Off;HNR AVP;155665;586;0.48;10;-10.237;0;113;267;1.01e-06;104;0.0882;100.756;14
2lhOzIDT2LZrHsKCrGmL4W;Mas Alla de Mi;Martin Chaparro;294243;531;564;7;-9.835;1;0.0436;171;4.4e-05;0.19;593;136.05;3
7pWjgzTpgK0t0q6ErYTQTQ;Amanecer Entre los Tiempos;Martin Chaparro;204758;638;675;5;-9.695;1;0.0535;132;0.0;106;737;130.046;3
1oh1OSnT7zGLqz7wKF2cvq;Preso en Tu Mirada;Martin Chaparro;215196;691;627;7;-10.327;1;36;193;0.0;112;758;105.061;3
0SdZPjgl0Jdj7w6P7odT3k;Aunque Te Pierdas;Martin Chaparro;342251;479;598;7;-9.21;0;0.0325;305;0.00345;322;525;135.946;11
2tb3SmchwpchWIKwk7WmSB;B. O. C.;MoeCarro;153288;582;562;0;-7.708;1;452;0.0179;0.0;0.0924;724;144.966;14
613pdtuq7Dtu0H8DfUGut7;Rowdy Fawks;Laquinn;332045;607;498;1;-9.945;1;336;101;0.0;478;557;129.68;14
6mu8dDisEsY6RkKSJtR91K;Scam Artist;Hemlock;207276;0.59;913;1;-4.573;1;0.0502;0.0025;0.0;186;617;103.99;3
00E5QxyKgHu533UT6KO8TW;Nobody Knows What a Killer Looks Like;Hemlock;176838;602;883;1;-5.836;1;0.11;0.08;8.63e-06;329;674;95.216;8
22cKhJvjGxKUD4o5gPjpAo;No Money No Love;Hemlock;210308;548;0.86;0;-5.828;1;0.0522;0.00608;0.000126;0.0782;363;96.06;2
0RmUtE9JuwVEAJRcNajjxy;Becoming;Hemlock;212063;506;865;10;-5.359;0;0.0577;0.00038;4.09e-06;0.34;483;94.491;1
5C88g0uRtKDeG6fE8nOn3V;No Time for Sorrow;Hemlock;165771;547;942;0;-4.876;1;0.0675;0.00197;3.25e-06;56;435;96.981;3
2joX3cYNasSPPGZafJnfo8;Kill Your Children;Hemlock;176228;0.47;0.97;0;-4.89;1;198;0.0182;0.0;809;368;87.539;1
7qTFMbDdW2UByTmxPvlwBJ;To Submerge Another;Hemlock;256370;473;778;7;-5.36;1;85;0.00523;1.08e-05;0.0704;246;133.114;2
6o2csBuZIcPuL09roFSwul;Quicksand;Hemlock;174548;337;882;4;-5.087;0;0.0445;0.0131;1.56e-06;153;616;187.01;1
3r652pW2ELOhnILqCkjBd1;Obsession;Hemlock;212571;596;854;1;-5.621;1;0.0692;0.00902;1.94e-06;0.27;691;105.008;1
4agVfnMZpc8ebDK6nlrcUm;My Eyes Itch;Hemlock;265472;487;865;0;-6.111;1;68;0.00298;1.17e-06;304;286;89.548;1
3FAzm67cAcWzYlSqVaouE3;The Only Enemy;Hemlock;237437;491;845;0;-5.828;1;0.0492;0.000808;0.0;0.0935;427;93.588;1
5YbQssPGuY4KtwDvXvFVyX;Living in Fear;Hemlock;242186;544;941;7;-4.705;1;0.0593;0.00312;3.81e-06;408;526;74.982;1
2hM6jsJs7Grllwvcvz1I99;Summer of Youth Content;Hemlock;299581;442;939;0;-4.971;1;0.0944;0.00269;0.000706;195;458;145.066;3
635N08THIzNNijzFp9UZCF;Moment of Clarity;Timerogue;188347;0.56;663;2;-7.495;0;0.0474;255;845;143;139;130.084;6
6g5yGugEemmGGheI1I3hHK;Call of the Ancients;Timerogue;200000;477;0.87;8;-5.806;1;0.0767;301;889;447;541;90.018;6
0Zmgr1OOYUS4E8mw21rZI1;Quantum Leap;Timerogue;191921;418;856;4;-3.724;1;0.48;0.00593;831;0.0658;437;160.178;6
7zv1xorzI7YlKiHVoMogYt;Wormholes;Timerogue;182376;622;896;7;-2.525;0;125;0.0444;0.0154;315;505;99.996;6
2Cyq3LYkBhRLVBeH0AeMno;House Atreides;Timerogue;205399;502;813;0;-4.727;0;264;133;864;0.89;364;89.925;6
5cgUeTZOHxtoIbAuNTHMY7;Told Me|Lost Me;Les B.;312000;419;538;9;-6.137;1;0.0976;753;1.44e-05;0.4;302;129.868;14
67ldDOwkhIShYDV0KcGrj9;The Monkey Song;Berry C. Alcorn;149267;625;539;9;-8.664;1;0.0398;617;4.19e-06;0.0875;886;100.474;3
5izUVB3RF2ZgSsKbH8Z2K8;Cryin' in the Rain;Berry C. Alcorn;195573;568;605;7;-8.435;1;0.0285;584;0.0036;0.0945;572;82.324;3
1XbapP8Q7qajmtk0NcwSSN;Without You;Berry C. Alcorn;265880;531;288;7;-12.387;1;0.0267;634;0.00227;107;231;140.472;3
07rXFCsmJJFgjeUWGYpzWe;The Grave Is Empty;Berry C. Alcorn;429240;463;418;0;-18.114;1;0.0667;925;832;126;383;149.465;3
6Bp8WdpLqwuRMFavtmxj4n;Suck It Up & Drive On;Berry C. Alcorn;251827;754;556;9;-6.573;1;0.0308;554;2.37e-06;0.0897;756;100.28;3
2pO3WnkPnsr72Qn6TXqkOH;There Is a Blessing;Berry C. Alcorn;217427;767;603;7;-7.679;1;0.0266;357;243;0.11;626;96.343;3
1euUoRLbOZ3QESojoV9a1R;This Song Doesn't Rhyme;Berry C. Alcorn;146480;758;412;9;-12.991;1;0.0391;861;0.0144;109;453;126.365;6
0ew49Yhj5QPIPkG7WNAnxt;Sheet Music;Berry C. Alcorn;296467;623;293;7;-17.855;1;29;446;0.00086;108;398;128.374;3
0SNor1XmaPNBirQe5uvlUk;Blow Your Trumpet;Berry C. Alcorn;188187;746;0.56;2;-8.778;1;28;0.34;902;0.0698;446;112.474;3
7oq0I1xUPGlfDUTJtizjZo;Floatin';LA Konfidential;171109;917;431;9;-8.859;1;0.0682;108;663;0.0954;912;107.998;2
4Zbdh4PI7hnIpDzMIATqcX;Without You;LA Konfidential;184021;656;556;1;-9.524;1;0.0458;0.0379;195;308;413;79.556;2
5JsOMNBtgi7FLMUebDbEKS;Have Me;LA Konfidential;183268;0.69;368;0;-9.89;0;0.0902;142;645;0.71;493;74.645;3
4iMyVefXqzGikOHvgpbSq2;Smokin Hours;LA Konfidential;113150;844;169;1;-17.734;0;0.0838;0.0619;607;0.11;209;139.951;2
6IfPTGsO69zRN1fQwbrozQ;Ocean of Dreams;LA Konfidential;166094;608;0.75;5;-6.234;0;0.0525;0.00365;875;0.1;572;176.031;2
78maV3NEjEUdIu21kLZlRi;Don't Stop;LA Konfidential;194358;719;619;5;-5.881;1;0.0699;0.00283;0.0497;0.0949;961;160.561;2
1TQhhk4OmcsRWdh0CORtoH;How Time Flies;LA Konfidential;188811;518;456;7;-10.386;1;0.0265;868;865;241;798;152.474;2
1E6lkhIpxIIl9VAHzsSis2;Complicated;LA Konfidential;179034;734;473;6;-11.894;0;0.0471;0.00915;856;111;187;120.64;2
6RnJnW4CYq0nfJaXtokji1;Smile;LA Konfidential;172742;724;681;2;-10.425;1;0.0447;0.0811;444;712;663;90.311;2
1QbH6BaNXppXJQx65FsBTX;Broken Glass;LA Konfidential;168285;771;399;5;-10.789;1;277;232;765;105;726;173.978;2
2wRg4d1WZJZXid9vIK2B8c;Whateva;LA Konfidential;217030;786;139;10;-11.311;0;0.0544;367;0.00789;104;827;93.984;2
1mNvD2C5CKT8kuwOTcmxK6;Castle Of Action;Kesi Alasdair;130500;514;0.64;1;-16.416;1;0.0376;0.0144;826;274;848;180.027;14
52UE7HpL8S8qqYZOIE00ea;ExBoyfriends of the World (Unite and Take Over);Cult of Sue Todd;188880;409;539;6;-9.604;1;0.0927;0.00521;695;0.0794;416;86.505;0
76y4Spa9lOD6nRvuJL3wd2;Chatterbox;Cult of Sue Todd;100200;178;938;2;-8.271;1;69;0.0686;0.0;118;456;181.199;10
46uoMMIolFwsQPEjzFEc0n;Like a Bonedry Cannonball;Cult of Sue Todd;206960;267;938;0;-7.582;1;0.0995;126;0.0266;276;426;170.417;0
0Wanw79q2Ae1Yooi4LsRiA;Fine Fettle;Cult of Sue Todd;198867;451;549;10;-9.933;0;0.0301;278;0.000195;0.0858;456;114.336;0
7zhv0iMEUGc4h8FnE7UslF;Genuflect;Cult of Sue Todd;168347;545;861;4;-9.065;1;0.0417;0.0553;0.000412;0.0706;661;135.716;3
7ByST1T8YcFxGYRjHr3NPY;Nails;Cult of Sue Todd;220907;0.46;787;6;-11.959;1;0.0587;267;149;0.0878;207;109.665;0
3uZociVPuBnPG3sNEUIhFe;Ohio2;Cult of Sue Todd;153173;316;954;11;-7.877;1;133;0.00544;3.36e-06;282;293;158.071;6
0i68LUMEbnclhWfn4idxyz;Another Song about the Snatch;Cult of Sue Todd;157467;564;0.87;6;-8.846;1;0.0517;0.0064;0.0424;0.0399;733;129.87;0
2EPA491hEzwqpSogNlGUby;Myth of Dirt;Cult of Sue Todd;192413;502;799;1;-12.045;0;34;244;292;0.0799;454;105.54;0
4MbDeYsf0R34PsAseiYuwM;50cent;Cult of Sue Todd;172013;541;904;0;-7.54;1;0.0436;94;0.0224;292;768;153.604;0
1eEuEuWddoNlzIoLtv3DsB;Fake Off;Cult of Sue Todd;166800;289;804;6;-7.077;1;0.0961;75;1.99e-05;0.0982;254;146.658;0
0FD6CS9mZD6KhxuBAB2WBS;I Won't Send Anymore Letters to the South;Cult of Sue Todd;201760;371;436;4;-13.61;0;0.0483;0.00144;244;0.11;0.56;163.237;0
0H12Mbq5xgAsHce5hzSW7g;Gnome;Cult of Sue Todd;206907;0.43;0.63;8;-13.113;1;0.0827;168;0.0422;112;0.0446;133.628;0
7lfM0KmSjDfUkSmUMrGCVa;17;Cult of Sue Todd;93173;482;664;9;-8.884;0;56;0.0369;0.0;227;586;89.775;3
2AceXJOZsMM5oPbtbC2IdN;?;Cult of Sue Todd;75413;579;734;1;-10.543;1;895;731;0.0;216;324;133.509;0
74xmX2MevVQxIg0DlrW3o9;Band Leader Polka;Vrazels' Polka Band;177827;704;718;8;-5.197;1;0.0323;353;0.0;0.0351;967;116.435;3
2Ee92Cjya0Tr7mXDFsi8dy;Czech Farmer Waltz;Vrazels' Polka Band;251013;578;578;3;-5.118;1;27;416;0.0;0.0712;737;158.784;2
7mMcjqCfPUIoZswYqQSnaV;Katherine's Waltz;Vrazels' Polka Band;172547;539;0.47;5;-7.662;1;0.0331;0.0882;0.0291;0.0843;961;157.615;1
1u7sPRo3C1oSSy5TekaKni;Fire Brigade Polka;Vrazels' Polka Band;180467;644;701;3;-5.022;1;0.0292;238;0.0;0.0919;921;115.31;3
1TuroaCM2RXgrluJ1qrjuP;Carpenter's Waltz;Vrazels' Polka Band;216000;563;531;10;-5.954;1;0.0271;183;2.54e-06;0.0943;0.71;155.412;2
0o4wF0opzP0gFV6kN43sCI;Youth and Pleasure Polka;Vrazels' Polka Band;193307;666;691;8;-4.988;1;0.0292;218;0.0503;0.0521;972;115.514;1
2Yy91x0zgVRh95ZS3TYXge;Orphan Waltz;Vrazels' Polka Band;199627;711;474;3;-5.854;1;0.0262;641;0.0;282;746;78.736;2
31csC6RYmoklGnejrW1JAc;Falling Leaves;Vrazels' Polka Band;170933;653;544;5;-6.096;1;0.0303;0.37;0.0;107;858;133.115;3
2YJVnAswOvraMQaWJd3Y8i;I'll Be All Smiles Tonight Waltz;Vrazels' Polka Band;152853;668;499;10;-5.983;1;0.0288;482;1.11e-05;0.0716;961;78.916;1
0k2mdNx2aXrpyByRzqU3UP;All By Myself Polka;Vrazels' Polka Band;173427;677;722;3;-5.168;1;0.0278;265;5.16e-06;0.0342;963;114.002;3
2dr7qZWmXhwjd6Cd8OaJLS;Old Poacher Waltz;Vrazels' Polka Band;185440;463;555;3;-6.528;1;0.0253;323;0.0;0.0905;776;155.444;2
1mmRluMF4qbCLYUOC2otbW;Hill Haven Waltz;Vrazels' Polka Band;164240;546;559;5;-5.357;1;0.0267;227;0.00115;119;924;158.86;2
4npIuXyIcCRKBe6cOWVuY0;Round and Round Polka;Vrazels' Polka Band;139920;631;0.72;10;-4.928;1;29;306;0.000358;268;969;115.107;1
2qCw7S4tHlIs4ty2eJh2Mr;Westphalia Waltz;Vrazels' Polka Band;207200;608;496;3;-6.763;1;0.0234;197;3.22e-06;145;805;78.534;1
2y5g19uzzeWg0alEiieObo;Curtain of Tears Waltz;Vrazels' Polka Band;232827;632;538;0;-5.34;1;0.0255;248;0.0;0.0892;709;79.021;1
29rphMh9IAtZBPZpT43En4;Green Forest Polka;Vrazels' Polka Band;186907;715;712;3;-4.564;1;0.0324;504;222;0.0997;961;117.75;1
3HaAgVzlCE9olq5P1iWyAL;When I Dance With You Waltz;Vrazels' Polka Band;196040;611;0.52;10;-6.295;1;0.0251;0.46;1.34e-06;106;814;79.57;2
6MuekdwXa0EaJ2V70Uif4M;Wedding Bells;Vrazels' Polka Band;211360;659;0.47;4;-6.165;1;0.0357;528;0.0;104;445;118.245;2
7dLuKy151zY6Z6JHAFekqW;Shine for You;Eagle Brook Music;236569;571;677;1;-6.324;0;0.0432;13;2.87e-06;111;176;125.044;6
5PrPAGYgkPumswAJ6L0xMx;Do What Only You Can;Eagle Brook Music;277378;507;502;9;-8.822;1;0.0268;133;3.82e-06;0.0674;162;133.98;10
6AQDQMXOgmvRjO7hXJdeBM;You Change Everything;Eagle Brook Music;251142;294;508;2;-7.293;1;0.0286;0.0597;0.0;0.0742;102;98.967;6
7E7KgiEJtDPcvtGegK6FJ7;Maybe (A Spoken Word) [Live];The Heart Creative;133333;597;171;4;-16.113;1;101;938;0.0;0.0975;0.35;114.588;1
498N5CcjqFR2S745rXS7RZ;Intro (The Invitation) [Live];The Heart Creative;270252;496;449;9;-11.325;1;0.0307;906;0.00152;134;167;144.03;1
68iiuwYUKXFDv6nyv7jUnR;Wild (Live);The Heart Creative;327945;495;652;7;-8.695;1;0.0382;0.00156;0.000276;374;188;120.053;4
5mwe8YM4ps8kS6fQS9DGLi;Rivers (Live);The Heart Creative;503333;411;0.47;10;-8.722;1;0.0288;253;5.42e-05;125;203;143.678;3
5LQMHrl8b0NGTkSJHX2zgC;Drawn (Live);The Heart Creative;321579;465;467;0;-10.607;1;0.0363;508;1.47e-06;0.0891;171;74.016;2
1gyCEGsiMv8nVvJ8RZ767r;Come Thou Fount (The Call) [Live];The Heart Creative;560321;306;357;9;-8.341;1;0.0314;262;0.0;107;158;129.777;2
1rKjIQEuPOoq7i466x8bQD;New (Live);The Heart Creative;420977;491;752;0;-8.075;1;0.0538;0.0163;2.93e-05;0.0974;165;129.852;4
131m2jQGzzserBZ7F5LXSy;Interlude (Live);The Heart Creative;106552;616;623;2;-11.733;1;0.48;968;0.0693;343;546;101.725;1
5Z63k8xHdGHUDGXgeZzVa6;Dark Places (Live);The Heart Creative;384458;415;434;11;-10.286;1;0.0306;0.0633;0.0;118;0.0656;143.949;2
4Iwrlgakys79YDThn2NdU0;Falling In (Live);The Heart Creative;376003;298;122;9;-12.553;1;0.0347;345;5.29e-05;0.0633;0.0382;127.927;2
6c0I4uUx7kxMScodqv21Uh;Memory (Live);The Heart Creative;552131;401;0.38;11;-11.532;1;0.0341;181;0.00102;0.0925;125;143.506;2
1kDqTQzsD8w9oURBdEeCYx;Only You (Live);The Heart Creative;478433;444;291;7;-9.391;1;0.0285;403;0.0;141;0.0446;67.83;3
0ZNJPqXwk7krT1NH9p3Uyh;Broken (Live);The Heart Creative;453665;234;425;4;-8.721;1;0.0325;154;0.000176;101;0.0366;145.98;3
3Eu3E6sDgSF3Yx2Ubv6fF0;Wander (Home) [Live];The Heart Creative;327768;597;868;9;-6.9;1;0.0997;205;0.000241;517;329;115.988;3
4WXwC9hXx6cYkf5R6t23Zs;Outro (A Prayer) [Live];The Heart Creative;117000;496;377;2;-9.571;1;246;756;0.0;348;598;74.99;1
69FOoFEXIiedLGExsQfxTd;Winter Hunger Games, Vol. 3 (SuitCase);Ali Sheik;211138;746;492;9;-7.818;1;405;283;0.0;0.1;158;136.927;13
3ZdJaDmOo46REBI0fL1BNk;Ride;Money Motiv;163556;804;546;8;-8.554;0;326;454;0.0;106;355;135.182;13
2EOTRzwUJsIXmqiAtVbVqx;HellaStr8 (feat. EskimoShawty);LaTeel;198661;775;536;11;-8.614;0;163;0.00386;0.0;118;345;139.923;13
0gDkGeM9QBeURleotWvuGo;Intro;Dreco Street;149682;625;0.49;4;-10.813;0;377;349;0.0;157;317;80.779;2
1PNMj3qt4YEJqxlbvD4rME;Residue;Dreco Street;235990;767;476;1;-9.697;1;357;0.0982;3.81e-05;361;434;161.001;1
5IAk8ojkyMbrJAQf2cvz3z;Skeletons;Dreco Street;162909;553;597;4;-11.246;0;335;0.00917;0.0;365;751;107.175;1
6nZsYRxjKBMj13C43VWReX;Streets Cold;Dreco Street;162064;654;508;9;-7.889;0;501;118;0.0;0.0897;587;73.894;2
3MYdSmBFXgmi42gQp4xlR3;Snakes;Dreco Street;192052;778;514;4;-10.412;0;434;0.0194;0.0;124;192;149.996;1
4zjhuXTBfkqCn3Zvoecdu2;RSN;Dreco Street;162038;742;405;7;-13.332;0;486;427;0.0;106;936;83.033;9
0K3TY1Q1PzZM7zcB9Mi1at;Building Up;Dreco Street;198165;665;485;5;-7.263;0;326;294;0.0;123;374;155.986;2
7LwGM5XlLehWCQp1T8Pyvz;Never Liked You;Dreco Street;189936;627;302;1;-16.095;1;817;111;0.0;0.0894;174;105.584;1
7ba7AEg9kUuKsFSLkN6L1H;Dippin' Thru Traffic;Dreco Street;177398;709;675;1;-6.723;0;415;0.0514;0.0;0.0949;663;81.129;2
2u78i2vcL3XA4EXGobpIWo;Front Door;Dreco Street;168542;849;506;1;-8.587;0;407;0.1;0.0;224;546;75.5;1
3i5jfCeYjkrzlynZYqmHD9;No Landing;Dreco Street;205531;719;629;3;-5.932;0;231;15;0.000234;0.0714;455;159.97;2
41i0MXxUG9r5qWbNgK1bmC;Fuck How It Go;Dreco Street;273554;774;659;5;-7.521;0;204;221;0.0;228;887;159.985;1
3TMbVXWDvu0s3bcAqsoSry;Respect;Dreco Street;179775;779;364;2;-14.775;1;367;167;0.0;133;328;77.481;1
7gREvk4J30q7vnAt0xkfqz;Dubstep Therapy;Doctor Dubstep;198750;576;853;5;-9.962;0;0.0306;0.000277;921;186;685;127.984;12
6EqQrVI5zSxHawCC7pFrWk;Doctors Checkup;Doctor Dubstep;182787;527;0.69;7;-10.539;0;0.0321;0.00118;373;226;617;102.014;0
7p5qqzwAlTll9aZk4tsSGW;Sickness Be Gone;Doctor Dubstep;218361;791;627;2;-9.228;1;0.0357;0.0563;49;116;0.54;122.036;0
2bLXaysefknjQvtaj8yriK;Electro Shock;Doctor Dubstep;152542;679;807;9;-8.714;0;0.0417;0.0926;844;147;431;118.01;0
6DosIncrXq2imjI1By38yX;Second Vaccination;Doctor Dubstep;199877;681;0.8;8;-10.156;1;0.0464;0.00176;857;109;378;128.007;0
7r2oAWMlVq1kdThRUFfm7S;Acupuncture;Doctor Dubstep;126545;0.6;913;7;-7.066;1;0.0378;0.0702;0.0126;253;712;110.035;7
1c3joNH1qL9hhEjKCwQ02K;If I Had a Lady (She'd Live in Colorado);Brendan Abernathy;162413;487;632;7;-10.118;1;256;265;1.35e-05;264;501;99.948;8
2xOxlrfe7CS5Q2FEznVF3J;lions on the shore;Brendan Abernathy;212267;584;382;6;-13.284;1;0.0466;775;0.00028;108;347;84.878;7
6wJFC3OMGWzWEBhzDNTK0u;You Are Loved;Brendan Abernathy;202707;731;443;10;-10.512;1;126;238;3.93e-05;353;402;138.024;7
0vjUBRF2w4V0TQMaBHR6ca;Watch Your Friends;N-Sane;158546;738;721;10;-8.331;0;0.0885;0.0521;0.0;307;476;92.953;15
2BNrrX5Rzx8J7JWkKtaTEw;High-Pitched Dirt;Corey Nielsen;128040;496;742;7;-5.939;1;0.0297;42;0.88;296;337;92.877;15
08bM3QfwL4RQHLtglCWqtw;Scam Scam;Twenty Bandzz;145241;828;344;9;-13.308;1;479;0.28;3.88e-06;167;282;81.016;3
0Bau6dve9qMJPe0ll988Jk;Mad Different;Twenty Bandzz;110890;879;614;2;-6.834;1;273;0.00427;0.0;0.1;374;158.06;2
6e1SE2LfE7m5XaZm6Oyy11;W.U;Twenty Bandzz;116820;861;541;7;-7.002;1;262;0.0206;0.0;134;175;148.012;5
2xjus6NKo0e9S0iD9D8INu;B.A.G;Twenty Bandzz;151798;866;768;2;-4.439;1;276;0.00718;0.0;103;434;154.936;3
6XbCWJ4c4qsYStOXcRKf6I;Back In The Trap;Twenty Bandzz;121678;899;0.65;7;-5.391;1;246;0.0684;0.0;0.0848;753;147.991;5
28qQnNEziAF4ZFBelapTtB;Track 303;Twenty Bandzz;118230;916;524;2;-9.906;1;316;0.0214;0.0;0.0867;0.47;130.113;5
6EcNk9ieQd0HzwKAygBkvY;Glass;Twenty Bandzz;150256;0.86;558;10;-5.803;0;127;0.0179;0.0;109;334;155.081;5
05vUtzkUNXFr8CX45paIAl;Alpha;Lil Bouy;63020;389;0.19;5;-15.553;0;0.0469;711;0.0;0.09;416;82.477;15
2zgleHxKf5gc5C7bodqEn5;ALL Over ME;MrDon Pablo;207229;983;725;1;-6.262;0;0.0806;0.0483;5.55e-05;177;466;125.022;8
5DuvmkZjFg8hKZQmOq4pa0;Jiggin' on THA Floor;MrDon Pablo;169273;753;278;1;-13.483;0;302;148;3.51e-05;114;0.34;170.049;8
7pPoaIZ1TGhzCvuU9m0zv3;CUT UP;MrDon Pablo;239804;0.86;715;9;-6.535;1;299;0.0465;0.0;117;496;134.013;8
2kdhPNNa0mFEuXWqousiVK;Five Crate;Brisa Martinez;120021;347;585;9;-11.95;0;0.0351;0.0579;872;124;291;112.548;15
0UI4hTTlJmKWXcILhAM1sX;Cian Dyer;Ólafur;126461;511;325;8;-11.778;0;0.0655;956;897;96;528;119.839;3
7dnfCcvibd8qRXagbDFNrT;Baby, I Need Your Knickers;Ólafur;96797;311;272;0;-13.198;0;0.0436;949;921;135;773;156.393;3
5uz7OyRPMTkaikJaQwxv4o;Dreams in a Nutshell;Ólafur;129848;282;419;0;-13.613;0;0.0551;971;857;112;623;115.165;3
6DJWcy1J5EUIQDxNGfBZNO;Bury Your Read in the Sand;Ólafur;131378;462;294;7;-11.226;0;0.0507;979;942;143;634;104.229;3
77A8ywl94l0CE8Y1DezoLj;Bread and Butter;Ólafur;79724;0.0;265;11;-14.803;1;0.0;987;872;108;0.0;0.0;3
0MG08JmMbFDx7mEdGg3ZwY;Daniele Stone;Ólafur;145287;368;166;10;-14.124;0;0.0555;968;888;104;549;119.141;3
7oNSq0Dqz8aUX1QDeranlj;Donna Lowery;Ólafur;126461;496;0.42;10;-13.861;1;0.0557;933;0.84;122;469;119.801;3
4KmTFJuFYY4YyNhIefHNsH;Don't Eat Knickers off the Sidewalk;Ólafur;126461;559;179;4;-16.902;0;0.0833;985;906;0.0936;489;119.769;3
7IPrYJM39uzOCccjIeHRRe;Kennedy Sanders;Ólafur;119668;538;304;1;-14.776;1;0.0565;956;0.88;107;196;126.875;3
6QvT9vCmIoMoHX8T6sngiU;Noise Will Come Looking;Ólafur;137938;665;295;10;-14.725;0;0.0673;958;0.84;129;314;98.931;3
0eN0cDvAsmJE33N10A5bbm;It's Raining, It's Pouring;Kevin Roth;165933;381;224;2;-18.406;1;0.0312;947;888;642;0.0556;51.33;1
3uKDW2Z4COHVT49ykZiDnZ;Twinkle, Twinkle, Little Star;Kevin Roth;122387;406;0.19;7;-18.928;1;0.0332;0.85;188;131;219;102.811;1
2sVNiVPdHoj0cu3BuIitZn;Row, Row, Row Your Boat;Kevin Roth;94520;276;303;2;-21.44;1;0.0371;965;784;616;116;78.827;1
