album_name,number_of_artists,artist_followers_total,artist_followers_average,artist_popularity,type,release_date,release_precision,restrictions,total_tracks,total_length_min,avg_popularity,max_popularity,number_of_collabs,Max_popularity_collab,Avg_popularity_collab,number_of_markets,US_market,CA_market,BR_market,CN_market,DE_market,ES_market,SA_market,UK_market,RU_market,MX_markets
Lil Boat 3,1,8461470,8461470.0,77.0,album,2020-05-29,day,False,19,42,44.47368421052631,61,11,96,7.363636363636363,183,True,True,True,False,True,True,True,False,False,True
The Big Day,1,5766820,5766820.0,73.0,album,2019-07-26,day,False,22,66,42.31818181818181,61,23,85,3.6956521739130435,183,True,True,True,False,True,True,True,False,False,True
"Beats, Bangers & Biscuits at 535 E 55th St",1,11263,11263.0,34.0,album,2020-08-20,day,False,24,73,11.75,43,1,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Hip Hop from the 90's,1,1642710,1642710.0,0.0,compilation,2012-08-07,day,False,15,59,0.0,0,24,82,3.0833333333333335,0,False,False,False,False,False,False,False,False,False,False
GRoCERIES,1,5766820,5766820.0,73.0,single,2019-05-17,day,False,1,3,51.0,51,2,58,29.0,183,True,True,True,False,True,True,True,False,False,True
Ego Death,1,1188945,1188945.0,60.0,album,2015-06-26,day,False,12,50,49.916666666666664,67,6,84,14.0,183,True,True,True,False,True,True,True,False,False,True
SPACE,1,89213,89213.0,59.0,album,2021-05-12,day,False,7,12,45.857142857142854,63,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Best Of,1,1021070,1021070.0,63.0,compilation,2014-05-27,day,False,11,35,0.0,0,7,70,4.857142857142857,0,False,False,False,False,False,False,False,False,False,False
Floor Seats II,1,3392173,3392173.0,70.0,album,2020-09-25,day,False,10,23,0.0,0,11,85,6.454545454545454,0,False,False,False,False,False,False,False,False,False,False
MONTERO (Call Me By Your Name),1,12023332,12023332.0,81.0,single,2021-03-31,day,False,3,6,59.0,77,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Freshmen,1,92725,92725.0,45.0,album,2006,year,False,15,50,13.266666666666666,45,2,12,6.0,183,True,True,True,False,True,True,True,False,False,True
Paperwork (Deluxe Explicit),1,4384861,4384861.0,72.0,album,2014-10-17,day,False,18,67,29.94444444444444,54,18,87,4.222222222222222,182,True,True,True,False,True,True,True,False,False,True
THE PLAYA$ MANUAL,1,252367,252367.0,64.0,album,2020-05-08,day,False,15,29,46.6,61,8,69,8.625,183,True,True,True,False,True,True,True,False,False,True
The Feeling Of Flying,1,2283,2283.0,25.0,album,2015-07-28,day,False,13,41,3.230769230769231,12,13,48,3.5384615384615383,183,True,True,True,False,True,True,True,False,False,True
The Best of 2Pac - Pt. 2: Life,1,13887887,13887887.0,78.0,compilation,2007-12-04,day,False,11,41,0.0,0,8,64,3.5,0,False,False,False,False,False,False,False,False,False,False
DUMMY BOY,1,6719442,6719442.0,70.0,album,2018-11-27,day,False,13,29,0.7692307692307692,5,14,89,2.142857142857143,0,False,False,False,False,False,False,False,False,False,False
Chanel,1,10184568,10184568.0,82.0,single,2017-03-10,day,False,1,3,77.0,77,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
The Art Of Storytelling,1,605135,605135.0,54.0,album,1999-05-25,day,False,24,63,0.0,0,15,82,2.4,0,False,False,False,False,False,False,False,False,False,False
Shock Value II,1,2349231,2349231.0,74.0,album,2009-01-01,day,False,13,48,43.46153846153847,68,16,96,3.75,183,True,True,True,False,True,True,True,False,False,True
From The Bits To The Cosmos,1,10792,10792.0,41.0,album,2017-11-15,day,False,14,40,0.0,0,18,27,0.0,0,False,False,False,False,False,False,False,False,False,False
Best Night Of My Life,1,1028183,1028183.0,67.0,album,2010-12-17,day,False,15,50,24.133333333333336,53,8,96,12.0,183,True,True,True,False,True,True,True,False,False,True
Watching Movies with the Sound Off (Deluxe Edition),1,8165473,8165473.0,82.0,album,2013-06-18,day,False,19,63,50.73684210526315,68,7,83,3.4285714285714284,183,True,True,True,False,True,True,True,False,False,True
Legend Of The Liquid Sword (Explicit Version),1,450789,450789.0,61.0,album,2002-12-10,day,False,15,42,0.0,0,11,65,1.2727272727272727,0,False,False,False,False,False,False,False,False,False,False
"Flesh Of My Flesh, Blood Of My Blood",1,3815878,3815878.0,69.0,album,1998-12-22,day,False,16,63,39.5625,57,8,82,6.5,183,True,True,True,False,True,True,True,False,False,True
T.D.E.,1,295992,295992.0,44.0,album,2014-01-07,day,False,10,40,19.800000000000004,40,5,87,6.6,149,False,False,False,False,True,True,True,False,False,False
Penicillin On Wax,1,22790,22790.0,23.0,album,1991-11-12,day,False,20,53,10.150000000000004,36,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Girlfriend,1,4221719,4221719.0,80.0,single,2017-07-27,day,False,1,3,0.0,0,1,59,59.0,0,False,False,False,False,False,False,False,False,False,False
Rich Forever 3,1,1642710,1642710.0,0.0,compilation,2017-06-16,day,False,11,32,29.909090909090907,40,29,66,2.2758620689655173,183,True,True,True,False,True,True,True,False,False,True
whatever it takes,1,191441,191441.0,54.0,single,2018-08-04,day,False,1,3,0.0,0,4,56,10.5,0,False,False,False,False,False,False,False,False,False,False
Rapper Weed,1,746191,746191.0,63.0,single,2020-04-23,day,False,1,2,55.0,55,1,58,58.0,175,True,True,True,False,True,True,True,False,False,True
Here Come The Lords,1,205615,205615.0,44.0,album,1993-01-01,day,False,15,58,29.733333333333334,58,0,0,0.0,182,True,True,True,False,True,True,True,False,False,True
"Lit (feat. 21 Savage, Juicy J & Young Dolph) - Single",1,8950,8950.0,27.0,single,2016-05-27,day,False,1,4,27.0,27,3,91,23.666666666666668,183,True,True,True,False,True,True,True,False,False,True
The Truth,1,554171,554171.0,67.0,album,2008-01-01,day,False,11,33,24.636363636363637,53,1,60,60.0,183,True,True,True,False,True,True,True,False,False,True
Labcabincalifornia (Deluxe Edition),1,605266,605266.0,57.0,album,1995-01-01,day,False,40,153,25.974999999999994,63,4,58,3.5,183,True,True,True,False,True,True,True,False,False,True
Vice,1,85,85.0,0.0,single,2021-05-21,day,False,1,3,4.0,4,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Eclipse,1,4204108,4204108.0,73.0,album,2018-05-16,day,False,21,59,50.523809523809526,70,23,74,3.0,183,True,True,True,False,True,True,True,False,False,True
My Vinyl Weighs a Ton,1,50803,50803.0,37.0,album,1999-01-18,day,False,24,56,0.0,0,27,61,0.25925925925925924,0,False,False,False,False,False,False,False,False,False,False
Shock Value,1,2349231,2349231.0,74.0,album,2007-01-01,day,False,17,54,42.41176470588235,76,25,83,3.32,183,True,True,True,False,True,True,True,False,False,True
Christ Conscious,1,2789472,2789472.0,73.0,single,2014-09-30,day,False,2,4,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
Mos Def & Talib Kweli Are Black Star,1,369906,369906.0,50.0,album,1998-09-29,day,False,13,45,44.07692307692308,58,7,60,4.0,180,True,True,True,False,True,True,True,False,False,True
There's Alot Going On,1,591991,591991.0,59.0,album,2016-06-03,day,False,7,28,37.42857142857143,55,0,0,0.0,180,True,True,True,False,True,True,True,False,False,True
Strange Journey Volume Three,1,149321,149321.0,44.0,album,2014-04-01,day,False,18,43,21.666666666666668,41,20,55,1.7,175,True,True,True,False,True,True,True,False,False,True
Ventilation: Da LP,1,40663,40663.0,36.0,album,2000-09-25,day,False,12,39,15.75,38,6,52,0.16666666666666666,183,True,True,True,False,True,True,True,False,False,True
Don't Play (feat. The 1975 & Big Sean),1,21313001,21313001.0,87.0,single,2014-08-18,day,False,1,4,57.0,57,2,79,38.5,183,True,True,True,False,True,True,True,False,False,True
Moon Talk,1,2370937,2370937.0,69.0,single,2019-06-14,day,False,1,3,60.0,60,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Me Tiene Mal,1,19235803,19235803.0,78.0,single,2017-10-07,day,False,1,4,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
Gang Signs (feat. ScHoolboy Q),1,1069731,1069731.0,69.0,single,2021-02-05,day,False,1,2,59.0,59,1,71,71.0,183,True,True,True,False,True,True,True,False,False,True
Doctor's Advocate,1,4258595,4258595.0,72.0,album,2006-01-01,day,False,16,66,39.3125,58,1,43,43.0,163,True,True,True,False,True,True,False,False,False,True
On My Shit (feat. Joey Bada$$),1,251046,251046.0,49.0,single,2020-11-13,day,False,1,3,44.0,44,1,73,73.0,183,True,True,True,False,True,True,True,False,False,True
Whoopty,1,211283,211283.0,62.0,single,2020-08-20,day,False,1,2,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
THE TASTE feat. BJ The Chicago Kid & Papi Beatz,3,1002079,334026.3333333333,49.333333333333336,single,2021-09-22,day,False,1,3,47.0,47,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Opposite of Adults EP,1,394889,394889.0,50.0,single,2010-02-19,day,False,3,8,26.333333333333332,42,0,0,0.0,180,False,False,True,False,True,True,True,False,False,False
East Haiti Baby,1,39942,39942.0,59.0,album,2022-06-03,day,False,15,32,46.13333333333333,67,3,72,17.0,183,True,True,True,False,True,True,True,False,False,True
Do What Thou Wilt.,1,953899,953899.0,57.0,album,2016-12-09,day,False,16,69,32.9375,56,12,83,4.25,169,True,True,True,False,True,True,True,False,False,True
Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,1,1642710,1642710.0,0.0,compilation,2012-01-01,day,False,23,43,25.086956521739133,56,34,78,1.0,168,True,True,True,False,True,True,True,False,False,True
Boredom (feat. Rex Orange County & Anna of the North),1,9853996,9853996.0,83.0,single,2017-07-12,day,False,1,5,6.0,6,2,78,29.5,0,False,False,False,False,False,False,False,False,False,False
Illadelph Halflife,1,1229604,1229604.0,58.0,album,1996-09-24,day,False,20,67,28.2,58,22,60,1.6818181818181819,169,True,True,True,False,True,True,False,False,False,True
Down for Life,1,273136,273136.0,46.0,album,2005-11-08,day,False,14,49,25.357142857142854,63,4,17,4.25,183,True,True,True,False,True,True,True,False,False,True
ULTRAMARINE,1,32586,32586.0,56.0,album,2021-06-18,day,False,8,21,48.625,66,1,70,70.0,183,True,True,True,False,True,True,True,False,False,True
Huey Knew (feat. Da$H),1,953899,953899.0,57.0,single,2016-09-30,day,False,1,4,24.0,24,1,45,45.0,169,True,True,True,False,True,True,True,False,False,True
PEEP HOLE,1,10229505,10229505.0,81.0,single,2020-08-03,day,False,1,2,47.0,47,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Now the Moon's Rising,1,4753915,4753915.0,84.0,album,2015-11-20,day,False,10,16,53.69999999999999,76,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
One Night Stand,1,11985,11985.0,42.0,single,2020-03-26,day,False,1,4,19.0,19,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
All I Want Is You,1,4264400,4264400.0,76.0,album,2010-11-26,day,False,13,35,50.61538461538461,81,1,84,84.0,183,True,True,True,False,True,True,True,False,False,True
Moonwalking in Calabasas (YG Remix),2,3802324,1901162.0,70.0,single,2020-12-18,day,False,1,3,45.0,45,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Vacation In Hell,1,1144205,1144205.0,56.0,album,2018-04-06,day,False,19,66,40.578947368421055,51,9,73,7.888888888888889,183,True,True,True,False,True,True,True,False,False,True
Good Drank,1,7469693,7469693.0,75.0,single,2017-01-20,day,False,1,3,0.0,0,2,80,40.0,0,False,False,False,False,False,False,False,False,False,False
Revolutionary Vol. 1,1,455401,455401.0,52.0,album,2001-09-18,day,False,16,50,0.0,0,5,35,3.6,0,False,False,False,False,False,False,False,False,False,False
E. 1999 Eternal,1,2453403,2453403.0,64.0,album,1995-07-25,day,False,17,60,46.529411764705884,67,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
The Golden Age,1,461952,461952.0,52.0,album,2013-08-19,day,False,21,70,0.09523809523809523,2,13,80,5.3076923076923075,0,False,False,False,False,False,False,False,False,False,False
"1, 2, 3, 4",3,74929,24976.333333333332,37.0,single,2019-05-29,day,False,1,1,26.0,26,1,59,59.0,183,True,True,True,False,True,True,True,False,False,True
Poppin (feat. Lil Pump & Smokepurpp),3,12852099,4284033.0,64.66666666666667,single,2020-03-27,day,False,1,3,47.0,47,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Ounces - Single,1,12688881,12688881.0,77.0,single,2013-12-17,day,False,1,4,33.0,33,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
No Me Preocupa,1,4221719,4221719.0,80.0,single,2018-10-10,day,False,1,3,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
Get Rich Or Die Tryin'- The Original Motion Picture Soundtrack,1,1642710,1642710.0,0.0,compilation,2005-01-01,day,False,18,57,45.833333333333336,69,32,82,1.84375,183,True,True,True,False,True,True,True,False,False,True
Hall Of Fame (Deluxe),1,10165469,10165469.0,77.0,album,2013-01-01,day,False,18,67,33.388888888888886,72,14,85,4.285714285714286,4,True,True,False,False,False,False,False,False,False,True
Run the Jewels,1,1002745,1002745.0,61.0,album,2014-09-16,day,False,10,27,0.0,0,3,55,0.0,0,False,False,False,False,False,False,False,False,False,False
Not Gonna Be Able to Do It,1,5628,5628.0,18.0,single,1992,year,False,1,3,32.0,32,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Privacy,1,17418111,17418111.0,87.0,single,2017-03-24,day,False,1,3,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
BODR,1,8886053,8886053.0,82.0,album,2022-02-11,day,False,18,43,40.77777777777777,58,16,81,2.5,183,True,True,True,False,True,True,True,False,False,True
Four Two Three,2,47432,23716.0,39.5,album,2017-12-23,day,False,9,23,15.222222222222221,45,8,49,4.75,183,True,True,True,False,True,True,True,False,False,True
Recovery,1,61390756,61390756.0,90.0,album,2010-06-18,day,False,17,69,61.764705882352935,82,4,88,22.0,183,True,True,True,False,True,True,True,False,False,True
Intentional,1,150513,150513.0,50.0,single,2021-10-08,day,False,1,3,29.0,29,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Every Balmain,1,8652825,8652825.0,81.0,single,2021-02-06,day,False,1,3,40.0,40,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
RESET,1,3256240,3256240.0,76.0,album,2018-11-02,day,False,15,38,35.4,50,8,87,9.125,178,True,True,True,False,True,True,True,False,False,True
The Recipe,1,21914632,21914632.0,87.0,single,2012-01-01,day,False,1,5,0.0,0,1,78,78.0,0,False,False,False,False,False,False,False,False,False,False
K.I.D.S.,1,8165473,8165473.0,82.0,album,2010-08-13,day,False,16,39,54.3125,80,2,51,1.0,183,True,True,True,False,True,True,True,False,False,True
QUARTERTHING,1,127096,127096.0,51.0,album,2018-09-13,day,False,14,31,29.642857142857146,64,6,63,10.166666666666666,154,True,True,True,False,True,True,True,False,False,True
Oneirology,1,149321,149321.0,44.0,album,2011-03-22,day,False,15,43,19.93333333333333,30,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Wraith,2,8391559,4195779.5,69.0,single,2018-09-06,day,False,1,4,39.0,39,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
How I Got Over,1,1229604,1229604.0,58.0,album,2010-06-22,day,False,14,33,0.0,0,21,76,1.6666666666666667,0,False,False,False,False,False,False,False,False,False,False
PTSD - Post Traumatic Stress Disorder,1,213146,213146.0,52.0,album,2014-04-15,day,False,17,40,0.0,0,5,59,3.2,0,False,False,False,False,False,False,False,False,False,False
BLAME IT ON BABY (DELUXE),1,10229505,10229505.0,81.0,album,2020-08-04,day,False,24,48,41.583333333333336,67,15,87,5.266666666666667,183,True,True,True,False,True,True,True,False,False,True
Best of Mf,2,1647616,823808.0,59.5,compilation,2003-09-02,day,False,20,60,24.099999999999998,47,20,48,2.4,183,True,True,True,False,True,True,True,False,False,True
Beach House EP,1,4399314,4399314.0,80.0,single,2014-01-21,day,False,7,31,33.85714285714286,57,14,87,5.0,168,True,True,True,False,True,True,True,False,False,True
Chill,1,310913,310913.0,63.0,single,2019-03-22,day,False,2,5,52.5,56,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Effected,1,178424,178424.0,52.0,album,2018-02-13,day,False,14,43,30.21428571428571,58,4,87,21.0,178,True,True,True,False,True,True,True,False,False,True
Moves,1,10165469,10165469.0,77.0,single,2016-12-23,day,False,1,2,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
THE (Hawaiian Button Up) [feat. Chuuwee],2,7525,3762.5,36.0,single,2019-10-25,day,False,1,3,36.0,36,1,48,48.0,183,True,True,True,False,True,True,True,False,False,True
Labor Days,1,397518,397518.0,55.0,album,2001-09-18,day,False,14,53,0.07142857142857142,1,2,32,16.0,0,False,False,False,False,False,False,False,False,False,False
Fear Of God II: Let Us Pray,1,2594250,2594250.0,71.0,album,2011-11-08,day,False,12,39,0.0,0,13,89,5.846153846153846,0,False,False,False,False,False,False,False,False,False,False
I NEVER LIKED YOU,1,12412282,12412282.0,87.0,album,2022-04-29,day,False,16,39,62.875,88,8,96,12.0,183,True,True,True,False,True,True,True,False,False,True
Wings,1,2588520,2588520.0,72.0,single,2011-07-20,day,False,1,4,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
3hree Kings (feat. Freeway) - Single,1,365496,365496.0,49.0,single,2014-12-09,day,False,2,4,0.0,0,2,50,25.0,0,False,False,False,False,False,False,False,False,False,False
None Shall Pass,1,397518,397518.0,55.0,album,2007-08-28,day,False,14,57,0.14285714285714285,2,5,59,3.8,0,False,False,False,False,False,False,False,False,False,False
"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",1,1937289,1937289.0,59.0,single,2016-10-28,day,False,1,3,22.0,22,4,83,10.75,182,False,True,True,False,True,True,True,False,False,True
Small Worlds,1,8165473,8165473.0,82.0,single,2018-05-30,day,False,1,4,51.0,51,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Let Me Breathe,1,730183,730183.0,61.0,single,2017-06-14,day,False,1,2,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
DiCaprio 2,1,1044247,1044247.0,77.0,album,2018-11-26,day,False,14,42,51.42857142857143,70,7,84,10.428571428571429,178,True,True,True,False,True,True,True,False,False,True
Live At Montreux 2007,1,2523562,2523562.0,66.0,album,2008-09-22,day,False,32,64,13.6875,24,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Nas & Ill Will Records Presents Queensbridge the album,1,2326,2326.0,3.0,album,2000-11-06,day,False,17,58,21.176470588235297,50,41,72,0.4634146341463415,183,True,True,True,False,True,True,True,False,False,True
Good Gas (Vol. 1),1,37815,37815.0,38.0,single,2018-02-23,day,False,4,12,13.0,17,9,75,3.7777777777777777,183,True,True,True,False,True,True,True,False,False,True
The Beautiful Struggle,1,542442,542442.0,53.0,album,2004-01-01,day,False,13,48,23.153846153846153,43,8,76,7.25,94,True,True,True,False,True,True,True,False,False,True
ALL MY SHIT IS STUPID,1,354722,354722.0,56.0,single,2022-06-17,day,False,1,2,48.0,48,1,83,83.0,183,True,True,True,False,True,True,True,False,False,True
Afterlife,3,1276507,425502.3333333334,50.66666666666667,single,2020-08-06,day,False,1,3,51.0,51,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Stone Cold Rhymin' (Deluxe Edition),1,162814,162814.0,49.0,album,1989,year,False,20,70,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
jack money bean,3,2668106,889368.6666666667,67.33333333333333,single,2020-08-14,day,False,1,2,49.0,49,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
The Narcissist,3,539621,179873.6666666667,52.33333333333334,single,2021-07-23,day,False,1,2,43.0,43,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Stranger Things,2,19385065,9692532.5,78.0,single,2018-02-25,day,False,1,3,61.0,61,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Master the Day of Judgement,1,9884041,9884041.0,83.0,album,2018-06-15,day,False,8,18,44.25,54,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
The Weekend (Funk Wav Remix),3,31643310,10547770.0,77.0,single,2017-12-15,day,False,1,2,72.0,72,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
just a lil something before the album...,1,2047486,2047486.0,51.0,single,2018-06-01,day,False,4,6,29.0,32,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Stabbed & Shot,2,313050,156525.0,54.0,album,2018-02-16,day,False,10,26,34.3,42,4,64,7.0,183,True,True,True,False,True,True,True,False,False,True
Straight Outta Compton (2002 - Remaster),1,4525879,4525879.0,64.0,album,1988-08-08,day,False,17,67,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
OOGA BOOGA!,1,5170158,5170158.0,75.0,single,2022-10-25,day,False,1,2,56.0,56,0,0,0.0,182,True,True,True,False,True,True,True,False,False,True
cheesy,3,1293514,431171.3333333334,50.666666666666664,single,2019-05-24,day,False,1,3,30.0,30,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
welcome to: OUR HOUSE (Deluxe),1,368061,368061.0,45.0,album,2012-01-01,day,False,20,71,0.0,0,9,90,7.888888888888889,0,False,False,False,False,False,False,False,False,False,False
Tha Streetz Iz A Mutha (Digitally Remastered),1,600547,600547.0,59.0,album,2012-10-24,day,False,18,65,26.55555555555555,48,41,82,1.5853658536585367,183,True,True,True,False,True,True,True,False,False,True
Mask Off (feat. Kendrick Lamar) [Remix],1,12412282,12412282.0,87.0,single,2017-05-23,day,False,1,4,62.0,62,1,87,87.0,183,True,True,True,False,True,True,True,False,False,True
Cheat Codes,2,371956,185978.0,59.5,album,2022-08-12,day,False,12,32,52.33333333333333,61,10,80,5.9,181,True,True,True,False,True,True,True,False,False,True
Freedom Form Flowing,1,55426,55426.0,41.0,single,2018-05-25,day,False,1,4,43.0,43,2,47,20.0,183,True,True,True,False,True,True,True,False,False,True
Simmie Season,1,110420,110420.0,40.0,album,2016-07-01,day,False,9,19,21.333333333333332,43,1,71,71.0,183,True,True,True,False,True,True,True,False,False,True
"Nate Dogg (The G-Years, Vol. 1)",1,1325226,1325226.0,75.0,album,2014-08-14,day,False,10,38,19.7,50,4,82,20.5,118,False,False,True,False,True,True,True,False,False,True
A-Team,1,21313001,21313001.0,87.0,single,2016-02-06,day,False,1,2,59.0,59,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
One Of The Best Yet,1,806504,806504.0,61.0,album,2019-11-01,day,False,16,29,27.3125,52,11,84,2.727272727272727,183,True,True,True,False,True,True,True,False,False,True
Shut 'Em Down,1,434241,434241.0,50.0,album,1998-06-02,day,False,19,59,24.473684210526315,45,9,69,7.666666666666667,183,True,True,True,False,True,True,True,False,False,True
Babushka Boi,1,11482067,11482067.0,80.0,single,2019-08-28,day,False,1,3,66.0,66,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
ruiner,1,383765,383765.0,58.0,album,2018-04-13,day,False,11,29,37.45454545454545,55,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Because Of You,1,8652825,8652825.0,81.0,single,2020-02-14,day,False,1,2,41.0,41,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
20/20,1,191631,191631.0,48.0,album,2006-02-21,day,False,13,51,21.0,53,5,53,10.6,183,True,True,True,False,True,True,True,False,False,True
Magna Carta... Holy Grail,1,7733681,7733681.0,82.0,album,2013-07-04,day,False,16,52,42.125,63,4,86,21.5,178,True,True,True,False,True,True,True,False,False,True
Hold It Down,1,331860,331860.0,55.0,album,1995-09-26,day,False,20,66,23.3,51,2,53,14.0,183,True,True,True,False,True,True,True,False,False,True
Born To Reign,1,855733,855733.0,66.0,album,2002-11-02,day,False,14,45,12.07142857142857,21,6,26,2.1666666666666665,182,False,True,True,False,True,True,True,False,False,True
Power In Numbers (Explicit Version),1,401215,401215.0,54.0,album,2002-01-01,day,False,17,48,0.0,0,5,73,2.4,0,False,False,False,False,False,False,False,False,False,False
Huracán,1,4204108,4204108.0,73.0,album,2021-11-18,day,False,21,55,51.28571428571429,72,20,82,3.3,183,True,True,True,False,True,True,True,False,False,True
The Black Album (Explicit),1,7733681,7733681.0,82.0,album,2003-11-14,day,False,14,49,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
Swimming Pools (Drank),1,21914632,21914632.0,87.0,single,2012-01-01,day,False,1,4,77.0,77,0,0,0.0,181,True,True,True,False,True,True,True,False,False,True
The Album,1,9847,9847.0,29.0,album,1997-01-01,day,False,18,43,24.666666666666664,47,29,78,0.4482758620689655,182,True,False,True,False,True,True,True,False,False,True
DIET_ - A COLORS SHOW,1,1976555,1976555.0,71.0,single,2020-03-05,day,False,1,2,35.0,35,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Spilled Milk 1,1,475371,475371.0,65.0,single,2019-08-09,day,False,4,9,44.25,47,6,77,5.5,178,True,True,True,False,True,True,True,False,False,True
Time Being (Deluxe Edition),1,39195,39195.0,45.0,album,2017-09-08,day,False,33,75,18.78787878787879,53,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Nigga Please,1,862220,862220.0,63.0,album,1999,year,False,13,41,28.15384615384616,67,3,62,16.666666666666668,166,True,True,True,False,True,True,True,False,False,True
Revival,1,61390756,61390756.0,90.0,album,2017-12-15,day,False,19,71,49.999999999999986,72,8,89,9.75,178,True,True,True,False,True,True,True,False,False,True
Still countin,1,1346205,1346205.0,79.0,single,2022-02-11,day,False,1,2,55.0,55,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Tha Carter V,1,12783738,12783738.0,84.0,album,2018-09-28,day,False,23,80,54.30434782608697,67,11,87,4.090909090909091,178,True,True,True,False,True,True,True,False,False,True
The SMTH Project 2013,1,1818,1818.0,21.0,album,2019-02-06,day,False,15,45,3.5333333333333337,36,5,52,0.0,183,True,True,True,False,True,True,True,False,False,True
SATURATION II,1,2028091,2028091.0,67.0,album,2017-08-25,day,False,16,42,45.9375,62,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
ONEPOINTFIVE,1,1815929,1815929.0,68.0,album,2018-08-15,day,False,13,27,48.84615384615385,75,3,83,21.333333333333332,178,True,True,True,False,True,True,True,False,False,True
Slum Village,1,277669,277669.0,53.0,album,2005-10-25,day,False,13,40,12.538461538461537,43,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
82 92 (feat. Mac Miller),2,162472,81236.0,44.0,single,2011-03-30,day,False,1,3,2.0,2,1,82,82.0,0,False,False,False,False,False,False,False,False,False,False
To Pimp A Butterfly,1,21914632,21914632.0,87.0,album,2015-03-16,day,False,16,71,61.6875,79,11,82,4.636363636363637,183,True,True,True,False,True,True,True,False,False,True
Runnin' (Dying To Live) [International Version],1,13887887,13887887.0,78.0,single,2003-01-01,day,False,3,8,0.0,0,2,76,28.5,0,False,False,False,False,False,False,False,False,False,False
digital druglord,1,4798976,4798976.0,78.0,album,2017-04-21,day,False,10,28,54.1,72,3,73,24.333333333333332,183,True,True,True,False,True,True,True,False,False,True
Who Dat Boy / 911,1,9853996,9853996.0,83.0,single,2017-06-30,day,False,2,7,44.0,45,3,84,28.0,171,True,True,True,False,True,True,False,False,False,True
Herstory in the Making,1,1326164,1326164.0,60.0,album,2019-09-27,day,False,21,57,37.85714285714286,63,3,40,13.0,183,True,True,True,False,True,True,True,False,False,True
Greatest Hitz,1,4817574,4817574.0,72.0,compilation,2005-01-01,day,False,17,61,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
I Want It All,1,2029034,2029034.0,62.0,album,1999-10-12,day,False,16,54,24.25,49,27,82,0.2222222222222222,183,True,True,True,False,True,True,True,False,False,True
Bigger Than You feat. Drake & Quavo,1,7469693,7469693.0,75.0,single,2018-06-15,day,False,1,3,57.0,57,2,96,40.0,178,True,True,True,False,True,True,True,False,False,True
